,Word,Likelihood
2970,CLEWS,1.2268289117369288e-06
2971,DRUBS,1.2247432142941434e-06
2972,YELLS,1.224353033550534e-06
2973,FLAME,1.2240566218975673e-06
2974,POPPY,1.2238038079717234e-06
2975,RIFER,1.2208253750549318e-06
2976,STAKE,1.2207274434096685e-06
2977,BUYER,1.2204453956205105e-06
2978,SMOGS,1.2203803956419073e-06
2979,PICKY,1.2203651812133437e-06
2980,MIMEO,1.2198570417941775e-06
2981,CHORD,1.2182824563833946e-06
2982,PRAYS,1.216834898837731e-06
2983,DIEST,1.214627980429505e-06
2984,TOKEN,1.2141849162309318e-06
2985,YANKS,1.213699617000626e-06
2986,CLEAT,1.2125218690344574e-06
2987,FOVEA,1.2105728613933166e-06
2988,HIKED,1.2105223404981513e-06
2989,GRIPE,1.2095768935391352e-06
2990,GIRTH,1.2093815149324567e-06
2991,DREAR,1.2092093776826465e-06
2992,REDLY,1.2074104739811264e-06
2993,MUNGY,1.2064723918300062e-06
2994,LEAPT,1.2063376167915807e-06
2995,GATOR,1.2059590039379484e-06
2996,FADDY,1.2057295564423969e-06
2997,CADGE,1.2051107434998486e-06
2998,MAZED,1.2050911318191406e-06
2999,STELE,1.2032072250265484e-06
3000,HEWER,1.2026862585159312e-06
3001,THAWS,1.2026820482558487e-06
3002,EIDER,1.2022899408994402e-06
3003,GROWS,1.2013034537748456e-06
3004,JUKES,1.2007297510271836e-06
3005,RIPEN,1.2005290263424641e-06
3006,CUSPY,1.1999551895169615e-06
3007,FIXED,1.1990417938937057e-06
3008,LIEGE,1.1979706903371053e-06
3009,WOMBS,1.1977742788818435e-06
3010,REFER,1.1972433098607058e-06
3011,THROE,1.1920945425462821e-06
3012,THOSE,1.1915006505283e-06
3013,LUMEN,1.1912226321449295e-06
3014,BLEAT,1.1904760168701945e-06
3015,HEIST,1.1897860141151741e-06
3016,BEEFY,1.1892729246429412e-06
3017,WAXED,1.1879821973199015e-06
3018,RAVEN,1.1877887700072756e-06
3019,GROAT,1.187294084051524e-06
3020,BIDDY,1.1853282894496404e-06
3021,TRAYS,1.1853106786605875e-06
3022,BADGE,1.1831996390725785e-06
3023,RAVEL,1.1819375938003432e-06
3024,ELATE,1.1806298840572632e-06
3025,SHILL,1.179352114088898e-06
3026,DADDY,1.1791883397911491e-06
3027,THERE,1.178875655694423e-06
3028,RUMEN,1.178035665737421e-06
3029,HAYER,1.1759103121296767e-06
3030,FAWNY,1.1754029909571947e-06
3031,SLINK,1.1728860151281222e-06
3032,REPEL,1.1715393158490204e-06
3033,SCARY,1.1698571389811574e-06
3034,VIAND,1.1665495995818219e-06
3035,EASEL,1.1660462409294615e-06
3036,SKINS,1.1655042150329102e-06
3037,PARKA,1.1652841412908324e-06
3038,CREST,1.1643548252694701e-06
3039,ANTED,1.1643307259916276e-06
3040,TUPLE,1.1643065322584122e-06
3041,GRIME,1.1602064080885582e-06
3042,BODGE,1.159026743220558e-06
3043,YOURS,1.1578773123570865e-06
3044,PODGY,1.157448547764103e-06
3045,VAMPS,1.1573163323613727e-06
3046,WHINE,1.1569106185132286e-06
3047,SNIPE,1.1564111859000825e-06
3048,TIPSY,1.1547449714024867e-06
3049,SUGAR,1.1541981971093386e-06
3050,SPORE,1.153938672134944e-06
3051,SLEPT,1.1535378338929046e-06
3052,DURST,1.1531148818065055e-06
3053,PETIT,1.1522635122281832e-06
3054,MOUTH,1.1522041303383658e-06
3055,SNOWS,1.14850139666684e-06
3056,APERS,1.1472620640630237e-06
3057,ROCKY,1.146939764964221e-06
3058,REPLY,1.1463616297910693e-06
3059,DOZER,1.146216210824037e-06
3060,HUMUS,1.144844344321001e-06
3061,MAMMY,1.1441071260287087e-06
3062,RISKY,1.142013282892595e-06
3063,COHOS,1.141503453893942e-06
3064,TALON,1.1400963245623582e-06
3065,MOLAL,1.1396175575334693e-06
3066,GABLE,1.1395900507410816e-06
3067,ALLOY,1.138126593852277e-06
3068,GLINT,1.137857583737092e-06
3069,FUSSY,1.1371467743328292e-06
3070,LEAFY,1.136925333285716e-06
3071,NICER,1.136839961536828e-06
3072,FETID,1.1364920297853364e-06
3073,ROTOR,1.1347457466891827e-06
3074,GROPE,1.1345643730095765e-06
3075,MIMSY,1.1318114426049614e-06
3076,GONNA,1.1312417923678722e-06
3077,SPAKE,1.130673779551578e-06
3078,SPLAY,1.1306072761153165e-06
3079,PENAL,1.130076546922096e-06
3080,SYNCS,1.1292636592817032e-06
3081,PRUDE,1.1290460130957927e-06
3082,SCUDS,1.1289989234787946e-06
3083,PINTO,1.128305499865654e-06
3084,GAZED,1.128256462340739e-06
3085,OLEOS,1.1270893144970175e-06
3086,DIETH,1.1267210526630117e-06
3087,BALSA,1.1266609550206383e-06
3088,GUTSY,1.1264189745749725e-06
3089,HIKER,1.1262632448718298e-06
3090,DOWNY,1.1260443321869999e-06
3091,FILTH,1.1259636207389266e-06
3092,CHOWS,1.1259151090054754e-06
3093,TROTH,1.1252486442715146e-06
3094,YOLKS,1.1251087758247505e-06
3095,MIXED,1.1236303603154852e-06
3096,MAZER,1.1212100785602677e-06
3097,MOMMY,1.1207328944216704e-06
3098,HEREM,1.1193508551381796e-06
3099,PASTA,1.1191573642359672e-06
3100,ROUST,1.11705570246252e-06
3101,KILTY,1.1159867745842527e-06
3102,MOLTO,1.1158526422006938e-06
3103,FIXER,1.1155818082398516e-06
3104,CARVE,1.1145966481393039e-06
3105,SMITE,1.1145839955937476e-06
3106,DEIFY,1.112800645203614e-06
3107,CEDAR,1.1102029639511109e-06
3108,PUPAE,1.1101294591383143e-06
3109,THIRD,1.109909321270101e-06
3110,SIEVE,1.1092581677299549e-06
3111,OATEN,1.107645627390527e-06
3112,WAXER,1.1052920211723445e-06
3113,FANIN,1.1044600223016693e-06
3114,ANTIS,1.102091473099416e-06
3115,BUGLE,1.1002498843172155e-06
3116,BEACH,1.098867370488061e-06
3117,GRUBS,1.0987246198973183e-06
3118,SWINE,1.0980427641627788e-06
3119,PERIL,1.0968222618878392e-06
3120,LAZED,1.0959050225603595e-06
3121,CLAYS,1.0950518587849774e-06
3122,WHILE,1.09396988538168e-06
3123,WANTA,1.0928759653265315e-06
3124,SPACY,1.0920814283250536e-06
3125,HINGE,1.0911090368365412e-06
3126,DOWEL,1.088168813997345e-06
3127,CHIME,1.0873971271181514e-06
3128,PARCH,1.0862407309577463e-06
3129,BRAIN,1.085575515173319e-06
3130,SINEW,1.0852644637844151e-06
3131,POOCH,1.0842096390646596e-06
3132,RAZED,1.083773232642717e-06
3133,MORON,1.0835957105537836e-06
3134,WASPY,1.0829013380370128e-06
3135,JUNKS,1.0824168032468179e-06
3136,FLOWS,1.0809691519535964e-06
3137,EERIE,1.079702876817333e-06
3138,MUNGE,1.0794752979531635e-06
3139,FERAL,1.078592584434365e-06
3140,BASAL,1.0779810866073136e-06
3141,SPIKY,1.0777954044456657e-06
3142,LEARN,1.075890394340904e-06
3143,WIDEN,1.0757367748185677e-06
3144,ROBLE,1.0722959560193223e-06
3145,HENGE,1.0700326364221652e-06
3146,BLUNT,1.0687154499916273e-06
3147,FLOAT,1.0683630977034086e-06
3148,AYINS,1.068027295543589e-06
3149,MUSSY,1.06562810928045e-06
3150,REPAY,1.0647029931484179e-06
3151,PORCH,1.064048716024201e-06
3152,PLEAT,1.0637123669256832e-06
3153,TAPIR,1.0633149207096819e-06
3154,GLIDE,1.06211504883807e-06
3155,TRUCE,1.0594366258739815e-06
3156,HAVEN,1.05925938817813e-06
3157,CRANK,1.05861473141516e-06
3158,LIEST,1.058405732142752e-06
3159,CAULK,1.056210697517245e-06
3160,BESOT,1.0537191007206647e-06
3161,LIMBS,1.0517344844941325e-06
3162,DUSKY,1.05153308832752e-06
3163,MARIA,1.0514118365607552e-06
3164,DOGIE,1.0514062863153973e-06
3165,SNUBS,1.050431309873535e-06
3166,SNOOD,1.0503002487399813e-06
3167,GAZER,1.0497235299272304e-06
3168,LUPUS,1.0496832120589683e-06
3169,PHAGE,1.0470882858976657e-06
3170,CONCH,1.0469287612258841e-06
3171,SCARE,1.0467142822462988e-06
3172,ULNAS,1.0458938207966962e-06
3173,SMOTE,1.0454625074949106e-06
3174,MIXER,1.0454194303631312e-06
3175,COYLY,1.045288501903164e-06
3176,JEEPS,1.0448492898292845e-06
3177,NITTY,1.0443016605943048e-06
3178,SCONE,1.0426624850247e-06
3179,FLIRT,1.0415622096384434e-06
3180,DECOY,1.0396490989142602e-06
3181,CLOTH,1.0395634171601338e-06
3182,TACIT,1.0393244750226404e-06
3183,CHOIR,1.0384168794458987e-06
3184,SHYER,1.0380092089849782e-06
3185,SNORT,1.0380041777455405e-06
3186,TOTAL,1.0376646410531e-06
3187,BAULK,1.037006866653295e-06
3188,TORCH,1.0364826871116569e-06
3189,SHANK,1.0352095532425243e-06
3190,SWARE,1.0339494739262218e-06
3191,STAID,1.0334538298102641e-06
3192,BAGGY,1.0326603591509188e-06
3193,HOVEL,1.032507183279389e-06
3194,NERFS,1.0310027663256397e-06
3195,TRILL,1.0305956864958213e-06
3196,BOWIE,1.0296869355629013e-06
3197,LAPSE,1.0290363836575353e-06
3198,TERRA,1.0276584166781558e-06
3199,SHOAL,1.0274151931148457e-06
3200,BIBBS,1.0267962014616704e-06
3201,MARSH,1.0262871036408828e-06
3202,WHOLE,1.026126791714599e-06
3203,FROST,1.02592271506111e-06
3204,KOOKY,1.0244122122015768e-06
3205,TIMID,1.0227900696146444e-06
3206,PREST,1.0214567330773078e-06
3207,ARTSY,1.0204953989786386e-06
3208,DONUT,1.0174838898164062e-06
3209,SEPTA,1.0151691910972326e-06
3210,SPADE,1.014349316634749e-06
3211,DERBY,1.014136634509689e-06
3212,VIREO,1.0140666378551354e-06
3213,TEDDY,1.0117462863553972e-06
3214,BOGGY,1.011562996974717e-06
3215,VOICE,1.0115154818459336e-06
3216,TWEED,1.0110687904017859e-06
3217,JADED,1.0105158858323382e-06
3218,LOFTY,1.0087366175727778e-06
3219,RAZER,1.00833658071863e-06
3220,MUSKY,1.0075783290083633e-06
3221,ELITE,1.0069504465678476e-06
3222,ASSES,1.004944385310639e-06
3223,FAUNA,1.0048550289732875e-06
3224,FRAYS,1.0024702016331566e-06
3225,TURFY,1.0020422977873513e-06
3226,LAWNY,1.0016799073880497e-06
3227,DELTA,1.0011641108839848e-06
3228,STINT,1.0006440129065099e-06
3229,QUAIS,9.972863086874672e-07
3230,WACKY,9.961052630495167e-07
3231,BRUIT,9.959911171251848e-07
3232,BUENA,9.94178838751426e-07
3233,BUMPY,9.928661487454858e-07
3234,SCABS,9.910219322004045e-07
3235,TORSO,9.909823310554162e-07
3236,WOVEN,9.89862100147132e-07
3237,NICKS,9.896040095053173e-07
3238,JOLLY,9.895304655048535e-07
3239,FLUBS,9.886656172250912e-07
3240,FLOOD,9.885422625275672e-07
3241,STAGY,9.881657155076086e-07
3242,JINGS,9.880404549173031e-07
3243,SLOSH,9.834730826934705e-07
3244,DICKY,9.832475941900255e-07
3245,KNITS,9.827615958951644e-07
3246,PEACH,9.818583449268323e-07
3247,LIETH,9.81805161645261e-07
3248,LUNGE,9.816704890782123e-07
3249,DRAYS,9.804032475091564e-07
3250,SWABS,9.789362988808874e-07
3251,THESE,9.773259468176346e-07
3252,SPACE,9.771254885013637e-07
3253,VILLE,9.766182040752196e-07
3254,STOKE,9.765819547277348e-07
3255,FETOR,9.7547568407329e-07
3256,ZEALS,9.748632401378458e-07
3257,CELLO,9.746622788432388e-07
3258,YIKES,9.743030823133972e-07
3259,GREAT,9.73875519356312e-07
3260,SCUMS,9.736320991468505e-07
3261,REBUS,9.717391454039877e-07
3262,NECKS,9.704883302726738e-07
3263,GRATA,9.675950619842218e-07
3264,TROLL,9.666827757053827e-07
3265,HAZED,9.66499263438841e-07
3266,AHOLD,9.649797403787534e-07
3267,VIPER,9.645232558709428e-07
3268,SPIKE,9.6434325660928e-07
3269,DUPLE,9.630301370541655e-07
3270,SEGUE,9.615606577110767e-07
3271,STAIR,9.61519688524167e-07
3272,WHEEL,9.613600664418852e-07
3273,PLAYS,9.606591306613664e-07
3274,GRIST,9.59612881068777e-07
3275,REIFY,9.589407489214425e-07
3276,TRIAL,9.571833910194065e-07
3277,TEACH,9.564216002396085e-07
3278,BOFFS,9.542488703346571e-07
3279,RADAR,9.528477504654782e-07
3280,FROTH,9.516730555275043e-07
3281,NEWTS,9.508233090875994e-07
3282,SEIZE,9.503306210658477e-07
3283,FINAL,9.493334986378767e-07
3284,GLOWS,9.483974635064571e-07
3285,CRASH,9.463438042492419e-07
3286,STILT,9.46204830857192e-07
3287,BRIBE,9.460022050852487e-07
3288,BATON,9.452871478055964e-07
3289,TRAIN,9.448527632064072e-07
3290,SHORN,9.441753278821993e-07
3291,SUTRA,9.437593080719037e-07
3292,WANNA,9.437362922059087e-07
3293,VERBS,9.428432924932185e-07
3294,START,9.422359351559221e-07
3295,ROACH,9.409591427115569e-07
3296,BUDDY,9.405130855365646e-07
3297,TRAIL,9.401983160970161e-07
3298,GLOAT,9.373374347775188e-07
3299,RAWLY,9.366989325726919e-07
3300,TUTOR,9.331994937629669e-07
3301,DODGY,9.325556952192644e-07
3302,POLKA,9.324066889729212e-07
3303,SPICY,9.314281272987235e-07
3304,PRYER,9.31205423583107e-07
3305,BRASH,9.29137553262892e-07
3306,TECHS,9.289936419517454e-07
3307,PRANK,9.286938325596631e-07
3308,LOWLY,9.278332898911842e-07
3309,SEDAN,9.247832125244993e-07
3310,LOCHS,9.242056710134142e-07
3311,CHEWS,9.235295418908548e-07
3312,KNOTS,9.218151403357743e-07
3313,FRAUD,9.199983015762283e-07
3314,LIGNE,9.199095405791598e-07
3315,FLOOR,9.197342164119593e-07
3316,POLIO,9.183087101827911e-07
3317,CRUST,9.179925952376427e-07
3318,CILIA,9.17655149329352e-07
3319,HAMMY,9.175892722176556e-07
3320,ATOMS,9.157881734657925e-07
3321,LIBEL,9.149255553003862e-07
3322,FLUKY,9.148366912634772e-07
3323,RERAN,9.135025680859206e-07
3324,CHEAT,9.127595180787165e-07
3325,AMASS,9.107073378766085e-07
3326,CALVE,9.104494725853682e-07
3327,SMILE,9.1011892257655e-07
3328,GANEF,9.081628850895472e-07
3329,BASIN,9.075581296925268e-07
3330,MANIA,9.075344273471783e-07
3331,SHELL,9.073697466924274e-07
3332,SKIED,9.059486871600672e-07
3333,SPOKE,9.045390236412625e-07
3334,DOWRY,9.043361217045854e-07
3335,SLAVE,9.042425506738284e-07
3336,BASIL,9.03087399989608e-07
3337,GAPPY,9.030114776065222e-07
3338,CRINK,9.0288463043012e-07
3339,BLEST,9.025142664768141e-07
3340,PANDA,9.023443495652986e-07
3341,BAWDY,9.018049343075633e-07
3342,HAZER,8.992255328050469e-07
3343,HYPES,8.985383280297555e-07
3344,PAWKY,8.981853044106866e-07
3345,FOLIA,8.977538209185959e-07
3346,AMENS,8.975696296805946e-07
3347,FATAL,8.959027399895013e-07
3348,GIVEN,8.948304203898094e-07
3349,HODAD,8.946536660288502e-07
3350,GOTTA,8.946431361857884e-07
3351,KELLY,8.936619364272515e-07
3352,PROUD,8.933819985117588e-07
3353,SCALD,8.927289634674788e-07
3354,CURIA,8.913896410417661e-07
3355,CREPT,8.879904504000629e-07
3356,REBEL,8.873197185128676e-07
3357,PEPPY,8.866196632945526e-07
3358,BRINK,8.864685462404814e-07
3359,STAGE,8.841482717699656e-07
3360,CIGAR,8.840326580586871e-07
3361,HEXED,8.837592520526375e-07
3362,CYSTS,8.836199551765307e-07
3363,TIPPY,8.806615346104568e-07
3364,ANILE,8.804449805829639e-07
3365,COMFY,8.80198617638039e-07
3366,BIRCH,8.797406127241945e-07
3367,GRAYS,8.795257429422978e-07
3368,SNOOT,8.772809502236502e-07
3369,MOVIE,8.769947921987693e-07
3370,BIPOD,8.766086957203954e-07
3371,SPILT,8.764028351382188e-07
3372,CLOYS,8.760414870279819e-07
3373,FIFTY,8.744446047821439e-07
3374,GRUNT,8.742686111737061e-07
3375,WITHS,8.741200476984566e-07
3376,SEPAL,8.736992668722354e-07
3377,WEEST,8.732661189521026e-07
3378,NUDER,8.726251051747413e-07
3379,FRILL,8.716208199618914e-07
3380,WHORE,8.715049463877416e-07
3381,NONCE,8.70086036051957e-07
3382,LIVEN,8.691722004503167e-07
3383,LOTTA,8.689902864026834e-07
3384,BRIEF,8.677428256542934e-07
3385,GUEST,8.645961323644203e-07
3386,BROIL,8.641822820295978e-07
3387,ERASE,8.59808459933127e-07
3388,RIVEN,8.595503679730069e-07
3389,LOPPY,8.591990465293706e-07
3390,PLUMY,8.591229781246993e-07
3391,DRUID,8.584339334527837e-07
3392,BLURT,8.58294791444053e-07
3393,IRATE,8.578633679506521e-07
3394,RUSSE,8.574711525753675e-07
3395,GIPSY,8.568453378225898e-07
3396,ORCAS,8.561431720987901e-07
3397,SCENE,8.552417490801775e-07
3398,TENON,8.549774565640564e-07
3399,HUSSY,8.546480473759314e-07
3400,SPEND,8.537167228008175e-07
3401,DIDDY,8.533266157843477e-07
3402,WRATH,8.529145308972916e-07
3403,DRILL,8.524341981388309e-07
3404,CONDO,8.490716887918257e-07
3405,LEVEL,8.481839111985611e-07
3406,TYROS,8.476886740572217e-07
3407,NERDY,8.473042575636507e-07
3408,GUYED,8.471722220950561e-07
3409,JACKS,8.459996500027199e-07
3410,WURST,8.453703956652195e-07
3411,MOURN,8.448476640822307e-07
3412,TWEET,8.445122147207491e-07
3413,LEASH,8.436156939195545e-07
3414,SKIER,8.428896138078583e-07
3415,REVEL,8.387944214066951e-07
3416,VIVAS,8.386232696001961e-07
3417,MARCH,8.386003570606436e-07
3418,BUENO,8.377911562512018e-07
3419,SCORE,8.37371425797039e-07
3420,MOOCH,8.370323120240118e-07
3421,FELLA,8.359058126006469e-07
3422,CHEEP,8.357837645547395e-07
3423,CLANK,8.357484721698631e-07
3424,CHERT,8.346768454407143e-07
3425,DODGE,8.343919378277629e-07
3426,STOWS,8.340307761509194e-07
3427,SPICE,8.333830612672789e-07
3428,ACNED,8.3215984285371e-07
3429,SHOUT,8.317985091020043e-07
3430,SHARK,8.313859106351878e-07
3431,CIRCA,8.30696431189223e-07
3432,TOFFS,8.30549942698683e-07
3433,TUMMY,8.28889388729697e-07
3434,JOCKS,8.2871578618546e-07
3435,NUTTY,8.286137990451096e-07
3436,SWORE,8.271595791409775e-07
3437,NAKED,8.258949290087296e-07
3438,ANOLE,8.258437414770437e-07
3439,NURBS,8.258332158268373e-07
3440,VERSE,8.25573662197946e-07
3441,GUANO,8.245577841882499e-07
3442,STOAT,8.243044697235035e-07
3443,TRIBE,8.23372289611235e-07
3444,HARSH,8.230960327858088e-07
3445,HEXER,8.222446869445652e-07
3446,COZEN,8.209382648748144e-07
3447,BLANK,8.205530454031384e-07
3448,BOOZY,8.205304166107867e-07
3449,TUFTY,8.203878509189959e-07
3450,BOSON,8.201491349056175e-07
3451,FLUKE,8.185380921831111e-07
3452,MURAL,8.177939543844548e-07
3453,CUPPY,8.177113993079294e-07
3454,MIDDY,8.176570144814649e-07
3455,CROON,8.160220747859951e-07
3456,RAPID,8.145950274667979e-07
3457,VOWED,8.137449096300861e-07
3458,CONGA,8.134470295556671e-07
3459,AURAL,8.123054043550289e-07
3460,TEPID,8.1106524641374e-07
3461,CARGO,8.107274145440866e-07
3462,UNITS,8.099683482652453e-07
3463,STEAD,8.094826957126923e-07
3464,TRASH,8.086937963584431e-07
3465,GIMPY,8.081369561983877e-07
3466,HUSKY,8.080913444060363e-07
3467,KITTY,8.053512806278113e-07
3468,MOTTO,8.052544840623563e-07
3469,BURRO,8.050322219625785e-07
3470,HOMME,8.042277905396056e-07
3471,CLOUD,8.039707104141816e-07
3472,KEPIS,8.033978230693045e-07
3473,JENNY,8.011268724310458e-07
3474,DROLL,7.995700618201437e-07
3475,COUCH,7.992407372285409e-07
3476,BAIZE,7.99022330318548e-07
3477,PREYS,7.984850493199656e-07
3478,FIBRE,7.983117301494307e-07
3479,DHOWS,7.958172702288701e-07
3480,FRAIL,7.951677247841785e-07
3481,KERFS,7.950953536918069e-07
3482,PROBE,7.92850613528417e-07
3483,PRINK,7.920760621500597e-07
3484,FLAYS,7.914238433945973e-07
3485,STOGY,7.905325724060868e-07
3486,SHISH,7.892845614756895e-07
3487,THEWS,7.89197972161276e-07
3488,SCANT,7.885682659850673e-07
3489,KERBS,7.871444001548888e-07
3490,TSARS,7.861495729242237e-07
3491,RENAL,7.846127320599009e-07
3492,TRUST,7.844663995667128e-07
3493,WRIST,7.841997737766352e-07
3494,WOOSH,7.837447324282358e-07
3495,WISPY,7.836479575257092e-07
3496,DRAIN,7.815138546733848e-07
3497,DUCKY,7.801697106946117e-07
3498,HERBY,7.79352590507446e-07
3499,TREYS,7.777989081458732e-07
3500,LENTO,7.768507021609638e-07
3501,AMISS,7.767355146187273e-07
3502,LUCRE,7.759767834953054e-07
3503,FEMME,7.752358605351259e-07
3504,KARAT,7.75107335060037e-07
3505,HAPPY,7.73547466480139e-07
3506,CINCH,7.73417185845247e-07
3507,EARTH,7.727103290058787e-07
3508,BATHE,7.719803569536359e-07
3509,PETAL,7.717595930199681e-07
3510,PERCH,7.708805187442071e-07
3511,TWIGS,7.70860001171633e-07
3512,COATI,7.707049747988948e-07
3513,TITAN,7.703682472532278e-07
3514,PLUME,7.686889804273625e-07
3515,PLOYS,7.685273045290932e-07
3516,CUPID,7.679234779874773e-07
3517,FRYER,7.671588722783109e-07
3518,MORPH,7.667031508208923e-07
3519,PLAIN,7.657751258349801e-07
3520,GIDDY,7.655245202695595e-07
3521,QUADS,7.65522589062915e-07
3522,BOMBE,7.654948398868924e-07
3523,FRANK,7.650897377045928e-07
3524,GRILL,7.647239269476971e-07
3525,BEGAT,7.641636565048394e-07
3526,KICKS,7.631691937710498e-07
3527,STUBS,7.62813213122448e-07
3528,STOOD,7.627180377754626e-07
3529,LARCH,7.626197877967597e-07
3530,AGUES,7.610022401666856e-07
3531,ACIDS,7.609428431700756e-07
3532,OINKY,7.608381705356901e-07
3533,VALID,7.606388082139411e-07
3534,DOYEN,7.587938123064937e-07
3535,HOPPY,7.577438085628028e-07
3536,VOWER,7.571037326256717e-07
3537,FOLIO,7.565341187516258e-07
3538,JOINT,7.533944931428497e-07
3539,TYKES,7.528047589940067e-07
3540,WAKEN,7.516166757292862e-07
3541,SABRA,7.513717765708896e-07
3542,CURIO,7.51171045821713e-07
3543,OPALS,7.510878145607493e-07
3544,GYVES,7.510028327091807e-07
3545,QUIET,7.505819746426566e-07
3546,MYNAS,7.503319744011853e-07
3547,DRYER,7.502717272910525e-07
3548,ZONED,7.49602126077518e-07
3549,SPRAT,7.492979002237002e-07
3550,SWARD,7.48961719768406e-07
3551,DRANK,7.482481397048063e-07
3552,SLACK,7.48158253112965e-07
3553,MUCKY,7.475581150707212e-07
3554,BIGGY,7.472907760307186e-07
3555,CLASH,7.471135296704541e-07
3556,HALLO,7.459992586724749e-07
3557,ALERT,7.459171808970355e-07
3558,JERRY,7.453932261182327e-07
3559,BENCH,7.44686978347281e-07
3560,FOGGY,7.446227616619445e-07
3561,CROAK,7.437728372015321e-07
3562,DYADS,7.430634369493337e-07
3563,TABOR,7.429646049862465e-07
3564,SUING,7.421443095723282e-07
3565,STREP,7.407530748668043e-07
3566,ANDED,7.401816758089632e-07
3567,ELAND,7.385057104922477e-07
3568,FUZED,7.38395523116374e-07
3569,MULCT,7.374842325131956e-07
3570,WOKEN,7.362610662251395e-07
3571,RURAL,7.354657039430668e-07
3572,PLYER,7.351621765129791e-07
3573,AHEAD,7.351402037778431e-07
3574,BOOZE,7.341587938096513e-07
3575,BLASH,7.335296473128095e-07
3576,PLANK,7.331793414944709e-07
3577,FRUIT,7.331601278838166e-07
3578,NEVER,7.331549141444141e-07
3579,LOTTO,7.322951851708006e-07
3580,LEFTY,7.308080873743506e-07
3581,CATCH,7.298874178019872e-07
3582,KRONE,7.287818770816762e-07
3583,PANGA,7.284981904747365e-07
3584,DIPPY,7.284195139996065e-07
3585,DOGGY,7.282316945813357e-07
3586,SNARL,7.280445968909693e-07
3587,THEIR,7.278670380759212e-07
3588,TRUTH,7.276917885474877e-07
3589,FORMA,7.275429814145366e-07
3590,LODGE,7.270746467888223e-07
3591,TROUT,7.268804161821025e-07
3592,NURSE,7.231171476566163e-07
3593,WHOSE,7.225057136182245e-07
3594,MODEM,7.219139476462145e-07
3595,BATIK,7.21806521390608e-07
3596,BEECH,7.210749522045623e-07
3597,SPIVS,7.176898833501743e-07
3598,PUPPY,7.173559093928654e-07
3599,JELLY,7.168936413097732e-07
3600,CHILL,7.167333290043028e-07
3601,ZOOKS,7.166738067547873e-07
3602,BATCH,7.166167374783147e-07
3603,CURVY,7.152876402290561e-07
3604,THEME,7.149310428082307e-07
3605,WHERE,7.148501316444905e-07
3606,DUMPY,7.1477169504594e-07
3607,JOULE,7.1422837858808e-07
3608,SCOLD,7.14183170773983e-07
3609,PIGMY,7.132443844038982e-07
3610,SPENT,7.130812533835135e-07
3611,CLINK,7.128036556027262e-07
3612,PICOT,7.123044889510354e-07
3613,SLUNK,7.11459927781206e-07
3614,HOLON,7.098834152672091e-07
3615,SHIRK,7.090828593186065e-07
3616,NEEDY,7.081679794795144e-07
3617,PSOAS,7.060454098519312e-07
3618,BOSSA,7.054213952053618e-07
3619,BIFFS,7.049500436171506e-07
3620,BELCH,7.047281648749878e-07
3621,HENNA,7.02060756142992e-07
3622,BOTCH,7.019761804760696e-07
3623,POUCH,7.011521012959472e-07
3624,GRAIN,7.011008535494352e-07
3625,KIVAS,7.001350232442004e-07
3626,BLINK,6.998435891372221e-07
3627,SOCKO,6.988983193531276e-07
3628,SHOWY,6.984166774656981e-07
3629,SPORT,6.98181381459798e-07
3630,AARGH,6.981100064146898e-07
3631,GRAIL,6.976471547634773e-07
3632,SPEAR,6.975788176720023e-07
3633,VAUNT,6.966029138737864e-07
3634,TUMOR,6.965667649873575e-07
3635,CRAVE,6.960835841282879e-07
3636,GIMME,6.935568507008719e-07
3637,DYERS,6.933718794855903e-07
3638,DEMIT,6.929679499566958e-07
3639,FLUID,6.92964945434046e-07
3640,PRUTA,6.925732409064826e-07
3641,NORTH,6.923798862004997e-07
3642,CHEST,6.919740299298824e-07
3643,CRAFT,6.904259272246414e-07
3644,LEACH,6.893357810237604e-07
3645,DOFFS,6.869708302640703e-07
3646,DUMMY,6.855973401461058e-07
3647,FELON,6.842925434658766e-07
3648,STEWS,6.841120209337087e-07
3649,CLEAN,6.83727609483319e-07
3650,SHAKO,6.836006416118338e-07
3651,BRAVE,6.83427518962319e-07
3652,TOUCH,6.829875390862076e-07
3653,WROTH,6.823316247178333e-07
3654,PIXEL,6.82132285262298e-07
3655,ORDER,6.820136034349911e-07
3656,REACH,6.817047576175934e-07
3657,SHAVE,6.806936978683541e-07
3658,LUCKY,6.798263395441793e-07
3659,SLYLY,6.796826542661428e-07
3660,BUDGE,6.79385599209416e-07
3661,HEMPY,6.78902701064264e-07
3662,LOBAR,6.787086834264133e-07
3663,PINCH,6.784978039460577e-07
3664,PUDGY,6.784605098858738e-07
3665,CHAFE,6.781659882756903e-07
3666,DUDDY,6.770823370413694e-07
3667,GAYLY,6.766315926275172e-07
3668,PATIO,6.765183499824561e-07
3669,SHAFT,6.751611275178606e-07
3670,SPELT,6.742866774222343e-07
3671,BONGO,6.730256322166399e-07
3672,CLOUT,6.715300597427039e-07
3673,HOOCH,6.713111495763047e-07
3674,DOWSE,6.708055204970006e-07
3675,COUGH,6.698398559629676e-07
3676,GROAN,6.695019418401648e-07
3677,PESTO,6.693039691878745e-07
3678,CHINA,6.679141946185763e-07
3679,PIGGY,6.677181471015217e-07
3680,SNAIL,6.669827919904363e-07
3681,JOWLS,6.629800427593018e-07
